,FAT_YEARMONTH,FAT_DAY,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,BEGIN_TIME,END_DAY,END_TIME,EPISODE_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,CZ_TIMEZONE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE
0,201301,24,19791,421108,I,44,,Vehicle/Towed Trailer,700,1,1500,70119,OKLAHOMA,2013,January,Dense Fog,Z,52,BRYAN,OUN,CST-6,0,0,0,1,0,0,ASOS
1,201301,27,19574,421872,D,28,F,Outside/Open Areas,1525,27,1525,70249,WYOMING,2013,January,Avalanche,Z,24,SALT RIVER & WYOMING RANGES,RIW,MST-7,0,0,1,0,0,0,Newspaper
2,201301,27,19575,421873,D,30,M,Outside/Open Areas,1700,27,1700,70250,WYOMING,2013,January,Avalanche,Z,12,TETON & GROS VENTRE MOUNTAINS,RIW,MST-7,0,0,1,0,0,0,Newspaper
3,201301,13,19577,422507,I,42,M,Vehicle/Towed Trailer,1100,13,1500,70346,ILLINOIS,2013,January,Winter Weather,Z,81,FRANKLIN,PAH,CST-6,0,0,0,1,0,0,Trained Spotter
4,201301,19,19578,422671,D,60,M,In Water,1245,19,1255,70376,ATLANTIC SOUTH,2013,January,Marine Strong Wind,Z,555,SEBASTIAN INLET TO JUPITER INLET 0-20NM,MLB,EST-5,0,0,1,0,0,0,Newspaper
5,201302,2,19579,422937,I,46,F,Other,200,2,1800,70418,INDIANA,2013,February,Winter Weather,Z,14,MARSHALL,IWX,EST-5,0,0,0,1,0,0,CoCoRaHS
6,201301,9,19587,423156,I,1,M,Vehicle/Towed Trailer,1000,9,1150,70463,PENNSYLVANIA,2013,January,Winter Weather,Z,14,BUTLER,PBZ,EST-5,0,0,0,2,0,0,Department of Highways
7,201301,9,19588,423156,I,3,M,Vehicle/Towed Trailer,1000,9,1150,70463,PENNSYLVANIA,2013,January,Winter Weather,Z,14,BUTLER,PBZ,EST-5,0,0,0,2,0,0,Department of Highways
8,201301,27,19798,423269,I,38,,Vehicle/Towed Trailer,1200,27,1800,70466,WISCONSIN,2013,January,Winter Storm,Z,25,DUNN,MPX,CST-6,0,1,0,1,0,0,Trained Spotter
9,201301,18,19609,424565,D,47,M,In Water,2100,22,2200,70699,HAWAII,2013,January,High Surf,Z,2,KAUAI WINDWARD,HFO,HST-10,0,0,2,0,0,0,Trained Spotter
10,201301,18,19610,424565,D,46,M,In Water,2100,22,2200,70699,HAWAII,2013,January,High Surf,Z,2,KAUAI WINDWARD,HFO,HST-10,0,0,2,0,0,0,Trained Spotter
11,201302,23,19624,426115,I,51,M,Vehicle/Towed Trailer,2100,23,2100,70912,MONTANA,2013,February,Winter Weather,Z,39,EASTERN CARBON,BYZ,MST-7,0,0,0,1,0,0,Broadcast Media
12,201301,27,19667,426456,I,21,F,Vehicle/Towed Trailer,2300,27,2300,70969,MONTANA,2013,January,Winter Weather,Z,34,NORTHERN STILLWATER,BYZ,MST-7,0,0,0,1,0,0,Broadcast Media
13,201301,30,19662,426639,D,50,F,Outside/Open Areas,2045,30,2115,70332,WEST VIRGINIA,2013,January,Heavy Rain,C,53,MASON,RLX,EST-5,0,0,1,0,0,0,County Official
14,201302,25,19671,427387,I,71,M,Permanent Home,1800,25,1800,70953,OKLAHOMA,2013,February,Heavy Snow,Z,10,WOODWARD,OUN,CST-6,0,0,0,1,0,0,Emergency Manager
15,201301,16,19672,427445,I,60,M,Vehicle/Towed Trailer,600,16,1000,71110,IOWA,2013,January,Winter Weather,Z,11,ALLAMAKEE,ARX,CST-6,0,0,0,1,5000,0,Newspaper
16,201301,21,19686,427488,D,38,M,Outside/Open Areas,2200,21,200,71118,WISCONSIN,2013,January,Cold/Wind Chill,Z,39,BROWN,GRB,CST-6,0,0,1,0,0,0,Law Enforcement
17,201302,18,19678,427656,D,60,M,In Water,1700,18,2200,71155,GUAM,2013,February,Rip Current,Z,7,SAIPAN,GUM,GST10,0,0,1,0,0,0,Newspaper
18,201303,1,19685,427677,D,40,M,Outside/Open Areas,1030,1,1030,71166,WYOMING,2013,March,Avalanche,Z,12,TETON & GROS VENTRE MOUNTAINS,RIW,MST-7,0,0,1,0,0,0,Newspaper
19,201303,3,19680,427678,D,44,,Other,1300,3,1330,71167,NEW MEXICO,2013,March,Strong Wind,Z,515,EAST SLOPES OF THE SANGRE DE CRISTO MOUNTAINS,ABQ,MST-7,0,0,1,0,100000,0,AWOS
20,201302,26,19681,427696,D,61,M,In Water,1645,26,1930,71171,GUAM,2013,February,Rip Current,Z,7,SAIPAN,GUM,GST10,0,0,1,0,0,0,Newspaper
21,201302,26,19684,427801,I,81,M,Outside/Open Areas,1700,25,1400,71063,NEW MEXICO,2013,February,Blizzard,Z,535,CURRY COUNTY,ABQ,MST-7,0,0,0,1,0,0,Department of Highways
22,201301,11,19691,428112,I,49,M,Other,1550,11,1553,71235,NEBRASKA,2013,January,Winter Weather,Z,59,LINCOLN,LBF,CST-6,0,0,0,4,1000000,0,Law Enforcement
23,201301,11,19692,428112,I,49,M,Other,1550,11,1553,71235,NEBRASKA,2013,January,Winter Weather,Z,59,LINCOLN,LBF,CST-6,0,0,0,4,1000000,0,Law Enforcement
24,201301,11,19693,428112,I,49,M,Other,1550,11,1553,71235,NEBRASKA,2013,January,Winter Weather,Z,59,LINCOLN,LBF,CST-6,0,0,0,4,1000000,0,Law Enforcement
25,201301,11,19694,428112,I,49,M,Other,1550,11,1553,71235,NEBRASKA,2013,January,Winter Weather,Z,59,LINCOLN,LBF,CST-6,0,0,0,4,1000000,0,Law Enforcement
26,201302,21,19696,428124,D,74,F,Mobile/Trailer Home,1310,21,1319,71237,TEXAS,2013,February,Tornado,C,403,SABINE,SHV,CST-6,2,0,1,0,2.50E+11,0,NWS Storm Survey
27,201301,30,19923,428260,D,51,M,Mobile/Trailer Home,1112,30,1121,71266,GEORGIA,2013,January,Tornado,C,15,BARTOW,FFC,EST-5,9,0,1,0,60000000,0,NWS Storm Survey
28,201302,26,19697,428333,D,60,M,Vehicle/Towed Trailer,620,26,620,71283,GEORGIA,2013,February,Strong Wind,Z,46,ROCKDALE,FFC,EST-5,0,0,1,0,50000,0,Law Enforcement
29,201301,30,19704,428867,I,39,M,Vehicle/Towed Trailer,600,31,700,71230,MICHIGAN,2013,January,Winter Storm,Z,85,NORTHERN SCHOOLCRAFT,MQT,EST-5,0,0,0,1,0,0,Public
30,201301,27,19711,428996,I,45,M,Vehicle/Towed Trailer,700,27,1500,71353,MINNESOTA,2013,January,Winter Weather,Z,98,ROCK,FSD,CST-6,0,0,0,1,0,0,Law Enforcement
31,201301,1,19713,429176,D,44,M,In Water,1536,4,400,71391,PUERTO RICO,2013,January,High Surf,Z,2,NORTHEAST,SJU,AST-4,0,0,1,0,0,0,Newspaper
32,201301,13,19715,429178,D,40,M,In Water,1445,16,2045,71392,PUERTO RICO,2013,January,High Surf,Z,2,NORTHEAST,SJU,AST-4,0,0,1,0,0,0,Broadcast Media
33,201301,31,19972,429685,D,26,F,Camping,200,31,400,71384,MARYLAND,2013,January,Flash Flood,C,3,ANNE ARUNDEL,LWX,EST-5,0,0,1,0,0,0,911 Call Center
34,201301,4,19716,429686,D,60,M,Outside/Open Areas,115,4,115,71460,ILLINOIS,2013,January,Cold/Wind Chill,Z,14,COOK,LOT,CST-6,0,0,1,0,0,0,Newspaper
35,201301,17,19717,429697,D,71,M,Vehicle/Towed Trailer,2024,17,2024,71462,ILLINOIS,2013,January,Cold/Wind Chill,Z,14,COOK,LOT,CST-6,0,0,1,0,0,0,Newspaper
36,201301,20,19720,429700,D,70,M,Unknown,1640,20,1640,71463,ILLINOIS,2013,January,Cold/Wind Chill,Z,14,COOK,LOT,CST-6,0,0,1,0,0,0,Newspaper
37,201301,27,19723,429789,I,24,F,Vehicle/Towed Trailer,500,28,500,71081,UTAH,2013,January,Winter Storm,Z,5,GREAT SALT LAKE DESERT AND MOUNTAINS,SLC,MST-7,0,1,0,1,0,0,Trained Spotter
38,201301,18,19724,429868,D,7,M,Outside/Open Areas,1530,18,1530,71077,UTAH,2013,January,Avalanche,Z,9,WESTERN UINTA MOUNTAINS,SLC,MST-7,1,0,2,0,0,0,Other Federal Agency
39,201301,18,19725,429868,D,14,M,Outside/Open Areas,1530,18,1530,71077,UTAH,2013,January,Avalanche,Z,9,WESTERN UINTA MOUNTAINS,SLC,MST-7,1,0,2,0,0,0,Other Federal Agency
40,201301,24,19935,429887,I,36,,Unknown,600,24,1200,71079,UTAH,2013,January,Ice Storm,Z,4,SOUTHERN WASATCH FRONT,SLC,MST-7,0,73,0,1,0,0,Newspaper
41,201301,21,19728,429917,D,12,F,Outside/Open Areas,1000,21,1800,71508,OHIO,2013,January,Winter Weather,Z,77,HAMILTON,ILN,EST-5,27,0,1,0,2000000,0,Broadcast Media
42,201301,13,19737,430080,D,19,M,Vehicle/Towed Trailer,2300,13,2301,71530,INDIANA,2013,January,Flood,C,53,GRANT,IWX,EST-5,0,0,1,0,0,0,Broadcast Media
43,201301,12,19792,430257,D,59,M,Vehicle/Towed Trailer,2130,13,900,71553,MISSOURI,2013,January,Flood,C,123,MADISON,LSX,CST-6,0,0,1,0,0,0,Emergency Manager
44,201302,5,20021,430416,I,28,F,Vehicle/Towed Trailer,800,5,900,71569,OHIO,2013,February,Dense Fog,Z,15,PAULDING,IWX,EST-5,0,9,0,1,0,0,Broadcast Media
45,201301,15,19944,430579,D,79,M,Outside/Open Areas,0,15,1400,71592,ILLINOIS,2013,January,Cold/Wind Chill,Z,61,SHELBY,ILX,CST-6,0,0,1,0,0,0,Emergency Manager
46,201302,21,19797,430751,D,33,F,In Water,1630,22,830,71591,HAWAII,2013,February,Flood,C,7,KAUAI,HFO,HST-10,0,0,1,0,0,0,Newspaper
47,201303,10,19799,431016,I,22,M,Unknown,1000,10,1630,71558,NEBRASKA,2013,March,Blizzard,Z,66,LANCASTER,OAX,CST-6,0,0,0,1,0,0,AWOS
48,201303,10,19800,431017,I,22,M,Unknown,900,10,1700,71558,NEBRASKA,2013,March,Blizzard,Z,51,SAUNDERS,OAX,CST-6,0,0,0,1,0,0,AWOS
49,201303,10,19801,431018,I,22,M,Unknown,1130,10,1700,71558,NEBRASKA,2013,March,Blizzard,Z,44,DODGE,OAX,CST-6,0,0,0,1,0,0,AWOS
50,201303,10,19802,431019,I,22,M,Unknown,800,10,1500,71558,NEBRASKA,2013,March,Blizzard,Z,34,BURT,OAX,CST-6,0,0,0,1,0,0,AWOS
51,201303,10,19803,431020,I,22,M,Unknown,1000,10,1700,71558,NEBRASKA,2013,March,Blizzard,Z,45,WASHINGTON,OAX,CST-6,0,0,0,1,0,0,AWOS
52,201303,10,19805,431022,I,22,M,Unknown,1300,10,1700,71558,NEBRASKA,2013,March,Blizzard,Z,52,DOUGLAS,OAX,CST-6,0,0,0,1,0,0,AWOS
53,201301,24,19924,431604,D,71,M,Permanent Home,2300,23,900,70133,PENNSYLVANIA,2013,January,Cold/Wind Chill,Z,55,MONROE,PHI,EST-5,0,0,1,0,0,0,ASOS
54,201301,30,19925,431647,D,47,M,Other,307,30,307,70457,TENNESSEE,2013,January,Thunderstorm Wind,C,37,DAVIDSON,OHX,CST-6,0,0,1,0,5000,0,Emergency Manager
55,201301,16,19928,431698,D,62,M,Outside/Open Areas,500,16,500,71663,ARIZONA,2013,January,Cold/Wind Chill,Z,506,SOUTHEAST PINAL COUNTY,TWC,MST-7,0,0,1,0,0,0,Law Enforcement
56,201301,28,19929,431724,I,36,F,Vehicle/Towed Trailer,500,28,1800,70194,PENNSYLVANIA,2013,January,Winter Weather,Z,54,CARBON,PHI,EST-5,0,0,0,2,0,0,Trained Spotter
57,201301,28,19930,431724,I,36,,Vehicle/Towed Trailer,500,28,1800,70194,PENNSYLVANIA,2013,January,Winter Weather,Z,54,CARBON,PHI,EST-5,0,0,0,2,0,0,Trained Spotter
58,201301,13,19931,431749,D,36,M,Outside/Open Areas,0,13,900,71553,MISSOURI,2013,January,Cold/Wind Chill,Z,99,REYNOLDS,LSX,CST-6,0,0,3,0,0,0,Broadcast Media
59,201301,13,19932,431749,D,10,M,Outside/Open Areas,0,13,900,71553,MISSOURI,2013,January,Cold/Wind Chill,Z,99,REYNOLDS,LSX,CST-6,0,0,3,0,0,0,Broadcast Media
60,201301,13,19933,431749,D,8,M,Outside/Open Areas,0,13,900,71553,MISSOURI,2013,January,Cold/Wind Chill,Z,99,REYNOLDS,LSX,CST-6,0,0,3,0,0,0,Broadcast Media
61,201301,1,19937,431896,D,59,M,In Water,1230,1,1230,71728,CALIFORNIA,2013,January,Sneakerwave,Z,505,COASTAL NORTH BAY INCLUDING POINT REYES NATIONAL SEASHORE,MTR,PST-8,0,0,1,0,0,0,Newspaper
62,201301,16,19941,431929,I,21,M,Permanent Home,2230,16,2230,71729,CALIFORNIA,2013,January,Extreme Cold/Wind Chill,Z,529,NORTHERN MONTEREY BAY,MTR,PST-8,0,1,0,1,0,0,Newspaper
63,201301,16,19943,431932,I,30,M,Other,0,16,0,71729,CALIFORNIA,2013,January,Extreme Cold/Wind Chill,Z,506,NORTH BAY INTERIOR VALLEYS,MTR,PST-8,0,0,0,1,0,0,Newspaper
64,201302,22,19950,432073,I,55,M,Vehicle/Towed Trailer,1100,23,400,71750,WASHINGTON,2013,February,Heavy Snow,Z,37,NORTHEAST MOUNTAINS,OTX,PST-8,0,0,0,1,25000000000,0,Park/Forest Service
65,201301,4,19951,432653,I,42,,Vehicle/Towed Trailer,0,4,1200,71835,CALIFORNIA,2013,January,Dense Fog,Z,90,E CENTRAL S.J. VALLEY,HNX,PST-8,0,0,0,1,500000,0,Mesonet
66,201302,10,19952,432835,I,26,F,Vehicle/Towed Trailer,930,10,1230,71856,WISCONSIN,2013,February,Winter Weather,Z,44,ADAMS,ARX,CST-6,0,0,0,1,20000,0,Broadcast Media
67,201302,8,19955,434997,I,50,F,Vehicle/Towed Trailer,2020,9,500,70481,NEW JERSEY,2013,February,Winter Storm,Z,12,MIDDLESEX,PHI,EST-5,0,1,0,1,0,0,Trained Spotter
68,201302,11,19956,435346,D,58,M,Outside/Open Areas,1800,11,400,72172,SOUTH DAKOTA,2013,February,Blizzard,Z,18,SPINK,ABR,CST-6,0,0,1,0,0,0,Department of Highways
69,201302,7,19963,435577,D,60,M,Permanent Structure,1040,7,1040,72224,ILLINOIS,2013,February,Cold/Wind Chill,Z,14,COOK,LOT,CST-6,0,0,1,0,0,0,Newspaper
70,201302,9,19964,435578,D,60,M,Outside/Open Areas,345,9,345,72225,ILLINOIS,2013,February,Cold/Wind Chill,Z,14,COOK,LOT,CST-6,0,0,1,0,0,0,Newspaper
71,201302,25,19965,435579,D,56,M,Outside/Open Areas,1003,25,1003,72230,ILLINOIS,2013,February,Cold/Wind Chill,Z,14,COOK,LOT,CST-6,0,0,1,0,0,0,Newspaper
72,201302,18,19971,435755,I,22,M,Vehicle/Towed Trailer,1500,18,1000,72075,MAINE,2013,February,Blizzard,Z,2,NORTHEAST AROOSTOOK,CAR,EST-5,0,1,0,1,0,0,Trained Spotter
73,201302,9,19970,435861,I,60,M,Outside/Open Areas,1100,9,1600,71941,MASSACHUSETTS,2013,February,Heavy Snow,Z,12,SOUTHERN WORCESTER,BOX,EST-5,0,0,0,1,0,0,Amateur Radio
74,201302,10,19968,435864,I,13,M,Vehicle/Towed Trailer,1200,9,1600,71941,MASSACHUSETTS,2013,February,Heavy Snow,Z,15,SUFFOLK,BOX,EST-5,0,0,0,2,0,0,Trained Spotter
75,201302,10,19969,435864,I,24,M,Vehicle/Towed Trailer,1200,9,1600,71941,MASSACHUSETTS,2013,February,Heavy Snow,Z,15,SUFFOLK,BOX,EST-5,0,0,0,2,0,0,Trained Spotter
76,201302,11,19967,435889,I,44,M,Outside/Open Areas,1200,9,1400,71942,RHODE ISLAND,2013,February,Heavy Snow,Z,2,SOUTHEAST PROVIDENCE,BOX,EST-5,0,0,0,1,0,0,Public
77,201302,9,20018,436907,D,53,,Unknown,1500,9,735,72446,NEW YORK,2013,February,Blizzard,Z,78,NORTHWEST SUFFOLK,OKX,EST-5,0,0,3,0,17000000,0,Trained Spotter
78,201302,9,20019,436907,D,53,,Unknown,1500,9,735,72446,NEW YORK,2013,February,Blizzard,Z,78,NORTHWEST SUFFOLK,OKX,EST-5,0,0,3,0,17000000,0,Trained Spotter
79,201302,9,20020,436907,D,53,,Unknown,1500,9,735,72446,NEW YORK,2013,February,Blizzard,Z,78,NORTHWEST SUFFOLK,OKX,EST-5,0,0,3,0,17000000,0,Trained Spotter
80,201302,9,20016,436908,D,53,,Unknown,1535,9,735,72446,NEW YORK,2013,February,Blizzard,Z,80,SOUTHWEST SUFFOLK,OKX,EST-5,0,0,2,0,6000000,0,Trained Spotter
81,201302,9,20017,436908,D,53,,Unknown,1535,9,735,72446,NEW YORK,2013,February,Blizzard,Z,80,SOUTHWEST SUFFOLK,OKX,EST-5,0,0,2,0,6000000,0,Trained Spotter
82,201302,9,20015,436909,D,56,,Unknown,2250,9,1005,72446,NEW YORK,2013,February,Blizzard,Z,79,NORTHEAST SUFFOLK,OKX,EST-5,0,0,1,0,6000000,0,Trained Spotter
83,201302,9,20014,436910,D,55,,Unknown,2250,9,1005,72446,NEW YORK,2013,February,Blizzard,Z,81,SOUTHEAST SUFFOLK,OKX,EST-5,0,0,1,0,3000000,0,Trained Spotter
84,201304,23,20226,436912,D,57,F,Outside/Open Areas,2300,23,2300,72450,MISSOURI,2013,April,Lightning,C,91,HOWELL,SGF,CST-6,0,0,1,0,0,0,County Official
85,201302,6,19997,436974,I,45,F,Vehicle/Towed Trailer,815,6,815,72475,GEORGIA,2013,February,Dense Fog,Z,97,LAURENS,FFC,EST-5,0,0,0,4,900000,0,Law Enforcement
86,201302,6,19998,436974,I,45,M,Vehicle/Towed Trailer,815,6,815,72475,GEORGIA,2013,February,Dense Fog,Z,97,LAURENS,FFC,EST-5,0,0,0,4,900000,0,Law Enforcement
87,201302,6,19999,436974,I,45,M,Vehicle/Towed Trailer,815,6,815,72475,GEORGIA,2013,February,Dense Fog,Z,97,LAURENS,FFC,EST-5,0,0,0,4,900000,0,Law Enforcement
88,201302,6,20000,436974,I,45,M,Vehicle/Towed Trailer,815,6,815,72475,GEORGIA,2013,February,Dense Fog,Z,97,LAURENS,FFC,EST-5,0,0,0,4,900000,0,Law Enforcement
89,201303,18,20003,437021,D,65,M,Vehicle/Towed Trailer,1625,18,1625,72044,GEORGIA,2013,March,Thunderstorm Wind,C,233,POLK,FFC,EST-5,1,0,1,0,15000,0,911 Call Center
90,201303,18,20004,437032,I,43,M,Vehicle/Towed Trailer,1750,18,1750,72044,GEORGIA,2013,March,Thunderstorm Wind,C,263,TALBOT,FFC,EST-5,0,1,0,1,45000,0,Law Enforcement
91,201304,29,20013,437702,I,20,F,Vehicle/Towed Trailer,100,29,101,72552,INDIANA,2013,April,Dense Fog,Z,3,LA PORTE,IWX,CST-6,0,0,0,1,0,0,County Official
92,201303,8,20022,438250,D,38,F,In Water,1320,9,1700,72644,ARIZONA,2013,March,Flood,C,13,MARICOPA,PSR,MST-7,0,0,1,0,0,0,Broadcast Media
93,201303,1,20043,438404,D,32,M,Outside/Open Areas,1600,1,1600,72673,UTAH,2013,March,Avalanche,Z,517,CENTRAL MOUNTAINS,SLC,MST-7,0,0,1,0,0,0,Other Federal Agency
94,201303,11,20034,438818,I,56,M,Vehicle/Towed Trailer,2015,11,415,72733,WISCONSIN,2013,March,Winter Weather,Z,53,VERNON,ARX,CST-6,0,1,0,1,10000,0,Newspaper
95,201303,8,20026,438836,D,93,F,Outside/Open Areas,1200,8,1200,72736,WISCONSIN,2013,March,Cold/Wind Chill,Z,53,VERNON,ARX,CST-6,0,0,1,0,0,0,Broadcast Media
96,201304,9,20029,438967,D,35,F,Outside/Open Areas,1800,9,2200,72748,NEBRASKA,2013,April,Winter Storm,Z,3,BOX BUTTE,CYS,MST-7,0,0,1,0,0,0,Law Enforcement
97,201304,29,20256,439576,D,55,M,In Water,1442,30,1647,72853,NORTH DAKOTA,2013,April,Flood,C,99,WALSH,FGF,CST-6,0,0,1,0,20000,0,Emergency Manager
98,201304,28,20255,439635,I,51,M,Outside/Open Areas,1917,30,2359,72853,NORTH DAKOTA,2013,April,Flood,C,19,CAVALIER,FGF,CST-6,0,0,0,1,5000,0,Emergency Manager
99,201304,11,20257,439748,D,28,M,Business,1035,11,1104,72870,MISSISSIPPI,2013,April,Tornado,C,69,KEMPER,JAN,CST-6,5,0,1,0,700000,0,NWS Storm Survey
100,201304,18,20467,440073,D,62,F,Vehicle/Towed Trailer,313,18,1900,72722,ILLINOIS,2013,April,Flash Flood,C,99,LA SALLE,LOT,CST-6,0,0,1,0,75000000,0,Emergency Manager
101,201305,9,20390,440213,D,75,M,Vehicle/Towed Trailer,1930,9,1940,72943,TEXAS,2013,May,Strong Wind,Z,28,LAMB,LUB,CST-6,0,0,2,0,0,0,Newspaper
102,201305,9,20391,440213,D,7,M,Vehicle/Towed Trailer,1930,9,1940,72943,TEXAS,2013,May,Strong Wind,Z,28,LAMB,LUB,CST-6,0,0,2,0,0,0,Newspaper
103,201303,17,20044,440732,D,12,F,Vehicle/Towed Trailer,400,17,2000,72985,IDAHO,2013,March,Winter Storm,Z,25,WASATCH MOUNTAINS/IADHO PORTION,PIH,MST-7,0,0,1,0,0,0,Newspaper
104,201303,22,20045,440735,D,23,F,Vehicle/Towed Trailer,500,22,2100,72987,IDAHO,2013,March,Winter Storm,Z,22,SOUTH CENTRAL HIGHLANDS,PIH,MST-7,0,0,1,0,0,0,Newspaper
105,201303,31,20057,441212,I,33,M,Vehicle/Towed Trailer,900,31,2100,73066,VIRGINIA,2013,March,Dense Fog,Z,16,CARROLL,RNK,EST-5,0,25,0,3,500000,0,Newspaper
106,201303,31,20058,441212,I,71,F,Vehicle/Towed Trailer,900,31,2100,73066,VIRGINIA,2013,March,Dense Fog,Z,16,CARROLL,RNK,EST-5,0,25,0,3,500000,0,Newspaper
107,201303,31,20059,441212,I,24,M,Vehicle/Towed Trailer,900,31,2100,73066,VIRGINIA,2013,March,Dense Fog,Z,16,CARROLL,RNK,EST-5,0,25,0,3,500000,0,Newspaper
108,201303,2,20052,441421,D,1,M,Outside/Open Areas,1250,2,1250,73093,COLORADO,2013,March,Avalanche,Z,31,WEST JACKSON & WEST GRAND COUNTIES ABOVE 9000 FEET,BOU,MST-7,1,0,1,0,0,0,Park/Forest Service
109,201303,17,20053,441422,D,43,M,Outside/Open Areas,1800,17,1800,73094,COLORADO,2013,March,Avalanche,Z,33,S & E JACKSON / LARIMER / N & NE GRAND / NW BOULDER COUNTIES ABOVE 9000 FEET,BOU,MST-7,1,0,1,0,0,0,Park/Forest Service
110,201305,14,21515,442002,D,22,M,In Water,1310,14,1310,73179,FLORIDA,2013,May,Rip Current,Z,141,COASTAL VOLUSIA COUNTY,MLB,EST-5,0,0,1,0,0,0,Newspaper
111,201303,16,20055,442478,D,55,M,In Water,1541,16,1541,73253,PUERTO RICO,2013,March,Rip Current,Z,8,NORTHWEST,SJU,AST-4,0,0,1,0,0,0,Emergency Manager
112,201305,27,20326,442538,D,71,M,Vehicle/Towed Trailer,2150,27,1230,73257,IOWA,2013,May,Flood,C,23,BUTLER,DMX,CST-6,0,0,1,0,500000,0,COOP Observer
113,201305,15,20333,443090,D,61,M,Mobile/Trailer Home,1858,15,1911,73336,TEXAS,2013,May,Tornado,C,221,HOOD,FWD,CST-6,54,0,6,0,143000000,0,NWS Storm Survey
114,201305,15,20334,443090,D,81,F,Mobile/Trailer Home,1858,15,1911,73336,TEXAS,2013,May,Tornado,C,221,HOOD,FWD,CST-6,54,0,6,0,143000000,0,NWS Storm Survey
115,201305,15,20335,443090,D,34,M,Mobile/Trailer Home,1858,15,1911,73336,TEXAS,2013,May,Tornado,C,221,HOOD,FWD,CST-6,54,0,6,0,143000000,0,NWS Storm Survey
116,201305,15,20336,443090,D,81,M,Mobile/Trailer Home,1858,15,1911,73336,TEXAS,2013,May,Tornado,C,221,HOOD,FWD,CST-6,54,0,6,0,143000000,0,NWS Storm Survey
117,201305,15,20337,443090,D,69,M,Mobile/Trailer Home,1858,15,1911,73336,TEXAS,2013,May,Tornado,C,221,HOOD,FWD,CST-6,54,0,6,0,143000000,0,NWS Storm Survey
118,201305,15,20338,443090,D,63,F,Mobile/Trailer Home,1858,15,1911,73336,TEXAS,2013,May,Tornado,C,221,HOOD,FWD,CST-6,54,0,6,0,143000000,0,NWS Storm Survey
119,201305,30,20096,443429,D,25,M,In Water,1300,30,1300,73368,FLORIDA,2013,May,Rip Current,Z,112,COASTAL BAY,TAE,EST-5,0,0,1,0,0,0,Newspaper
120,201305,31,20097,443650,D,22,M,In Water,1700,31,1700,73397,FLORIDA,2013,May,Rip Current,Z,54,INDIAN RIVER,MLB,EST-5,0,0,1,0,0,0,County Official
121,201305,29,20470,443862,D,87,M,Outside/Open Areas,1630,29,1630,73435,NEW YORK,2013,May,Thunderstorm Wind,C,65,ONEIDA,BGM,EST-5,0,0,1,0,0,0,Broadcast Media
122,201305,30,20232,444340,D,33,M,Vehicle/Towed Trailer,2036,30,2037,73482,ARKANSAS,2013,May,Tornado,C,53,GRANT,LZK,CST-6,0,0,1,0,25000000000,0,NWS Storm Survey
123,201305,31,20369,444702,D,17,M,Outside/Open Areas,1930,31,1930,73504,MISSOURI,2013,May,Flash Flood,C,131,MILLER,SGF,CST-6,0,0,1,0,0,0,Fire Department/Rescue
124,201305,31,20101,444705,D,72,M,Vehicle/Towed Trailer,800,31,800,73504,MISSOURI,2013,May,Flood,C,109,LAWRENCE,SGF,CST-6,0,0,1,0,0,0,Fire Department/Rescue
125,201306,8,21009,445096,D,68,M,In Water,1900,8,1900,73572,FLORIDA,2013,June,Rip Current,Z,112,COASTAL BAY,TAE,EST-5,0,0,1,0,0,0,Newspaper
126,201306,9,21007,445169,D,44,M,In Water,1745,9,1745,73572,FLORIDA,2013,June,Rip Current,Z,108,SOUTH WALTON,TAE,EST-5,0,0,2,0,0,0,Fire Department/Rescue
127,201306,9,21008,445169,D,48,M,In Water,1745,9,1745,73572,FLORIDA,2013,June,Rip Current,Z,108,SOUTH WALTON,TAE,EST-5,0,0,2,0,0,0,Fire Department/Rescue
128,201306,7,20106,445350,D,49,M,Outside/Open Areas,1410,7,1410,73604,ALABAMA,2013,June,Thunderstorm Wind,C,69,HOUSTON,TAE,CST-6,0,0,1,0,0,0,Newspaper
129,201305,28,20107,445434,D,51,F,Outside/Open Areas,1745,28,1745,73617,FLORIDA,2013,May,Lightning,C,103,PINELLAS,TBW,EST-5,0,0,1,0,0,0,Emergency Manager
130,201306,9,20118,445551,D,34,M,In Water,1045,10,1330,73652,ALABAMA,2013,June,Rip Current,Z,64,LOWER BALDWIN,MOB,CST-6,0,0,3,0,0,0,Emergency Manager
131,201306,9,20119,445551,D,25,M,In Water,1045,10,1330,73652,ALABAMA,2013,June,Rip Current,Z,64,LOWER BALDWIN,MOB,CST-6,0,0,3,0,0,0,Emergency Manager
132,201306,9,20120,445551,D,50,M,In Water,1045,10,1330,73652,ALABAMA,2013,June,Rip Current,Z,64,LOWER BALDWIN,MOB,CST-6,0,0,3,0,0,0,Emergency Manager
133,201306,10,20121,445553,D,62,M,In Water,1045,10,1055,73652,ALABAMA,2013,June,Rip Current,Z,64,LOWER BALDWIN,MOB,CST-6,0,0,1,0,0,0,Emergency Manager
